Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
4.672596,3808,1046,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.673679,3264,1059,2,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.674154,5280,1064,1,1,1,32,1,1,32,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::(anonymous namespace)::nll_loss_backward_reduce_cuda_kernel_2d<float, long>(float*, float*, long*, float*, float*, bool, int, int, int, long)"
4.674260,4480,1075,4,1,1,16,8,1,22,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void (anonymous namespace)::softmax_warp_backward<float, float, float, 4, true>(float*, float const*, float const*, int, int, int)"
4.674752,2080,1100,,,,,,,,,,112,53.846,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.675438,9696,1215,1,2,1,256,1,1,55,16384,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_sgemm_128x32_nn
4.675498,13632,1226,4,1,1,128,1,1,86,16384,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_sgemm_32x32_sliced1x4_nt
4.675565,9856,1237,1,1,1,4,64,1,36,16,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::reduce_kernel<256, 2, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
4.675674,4096,1255,16,1,1,128,1,1,20,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3>)"
4.675733,4128,1265,16,1,1,128,1,1,19,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)"
4.675771,21152,1277,72,2,1,256,1,1,55,16384,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_sgemm_128x32_nn
4.675805,22559,1287,72,4,1,256,1,1,55,16384,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_sgemm_128x32_nt
4.675852,10560,1298,1,1,1,32,4,1,53,16,2048,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
4.675936,10592,1318,1152,1,1,128,1,1,20,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3> >(int, at::native::(anonymous namespace)::masked_scale_kernel<bool, float, float>(at::Tensor&, at::Tensor const&, at::Tensor const&, float)::{lambda(float, bool)#1}, at::detail::Array<char*, 3>)"
4.675996,13728,1330,4608,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.676017,62880,1337,3,64,64,256,1,1,32,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::(anonymous namespace)::max_pool_backward_nchw<float, float>(float const*, long const*, int, int, int, int, int, int, int, int, int, int, int, int, int, int, float*)"
4.676081,36480,1347,4608,1,1,128,1,1,19,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)"
4.676281,4032,1391,,,,,,,,,,15360,3809.524,Device,,Tesla V100-SXM2-16GB (0),1,33,[CUDA memset]
4.676298,3744,1393,,,,,,,,,,15360,4102.564,Device,,Tesla V100-SXM2-16GB (0),1,34,[CUDA memset]
4.676310,3744,1395,,,,,,,,,,15360,4102.564,Device,,Tesla V100-SXM2-16GB (0),1,35,[CUDA memset]
4.676320,3744,1397,,,,,,,,,,15360,4102.564,Device,,Tesla V100-SXM2-16GB (0),1,36,[CUDA memset]
4.676423,1728,1427,,,,,,,,,,112,64.815,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.677956,7776,1549,1,16,1,32,4,1,40,8704,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void cudnn::winograd::generateWinogradTilesKernel<0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<float, float>)"
4.677981,125951,1551,64,4,2,256,1,1,126,49152,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
4.678503,79296,1570,64,64,1,24,24,1,18,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void flip_filter<float, float>(float*, float const*, int, int, int, int)"
4.678986,67712,1572,256,1,1,512,1,1,64,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,7,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
4.679018,39840,1574,128,1,1,512,1,1,64,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,25,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
4.679058,4608,1580,544,1,1,1,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"compute_gemm_pointers(float2**, float2 const*, int, float2 const*, int, float2 const*, int, int)"
4.679064,75680,1582,2,1,544,64,1,1,98,9216,0,,,,,Tesla V100-SXM2-16GB (0),1,7,volta_cgemm_32x32_tn
4.679140,27008,1584,128,1,1,512,1,1,62,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,7,"void fft2d_c2r_32x32<float, false, false, 1u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int)"
4.679168,26880,1594,64,1,1,32,16,1,30,16,2048,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
4.679204,20352,1609,2704,1,1,128,1,1,19,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3> >(int, at::native::BinaryFunctor<float, float, float, at::native::threshold_kernel_impl<float>(at::TensorIteratorBase&, float, float)::{lambda(float, float)#1}>, at::detail::Array<char*, 3>)"
4.679289,56096,1631,64,32,1,26,26,1,18,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void flip_filter<float, float>(float*, float const*, int, int, int, int)"
4.679339,22687,1635,4,1,1,512,1,1,64,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,25,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
4.679346,21855,1633,128,1,1,512,1,1,64,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,7,"void fft2d_r2c_32x32<float, false, 0u, false>(float2*, float const*, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)"
4.679370,4480,1641,544,1,1,1,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"compute_gemm_pointers(float2**, float2 const*, int, float2 const*, int, float2 const*, int, int)"
4.679781,19583,1643,4,1,544,128,1,1,61,3072,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void gemv2T_kernel_val<int, int, float2, float2, float2, 128, 16, 2, 2, false, cublasGemvParams<cublasGemvTensorBatched<float2 const>, cublasGemvTensorBatched<float2>, float2> >(cublasGemvParams<cublasGemvTensorBatched<float2 const>, cublasGemvTensorBatched<float2>, float2>, float2, float2)"
4.679801,10656,1645,2,1,1,512,1,1,62,0,35904,,,,,Tesla V100-SXM2-16GB (0),1,7,"void fft2d_c2r_32x32<float, false, false, 1u, false, false>(float*, float2 const*, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, float*, float*, int2, int, int)"
4.679850,25280,1655,32,1,1,32,16,1,30,16,2048,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4>)"
4.680347,3072,1672,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680385,3008,1684,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680411,3008,1696,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680428,2944,1708,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680449,3072,1720,36,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680477,3104,1732,36,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680497,2944,1744,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680513,2976,1756,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680533,6912,1768,2304,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680548,7872,1780,2304,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680578,3296,1792,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680593,2976,1804,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680632,3008,1816,3,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680647,3008,1828,3,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680674,2976,1840,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680689,2976,1852,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)"
4.680804,4352,1858,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<float, float, float, at::native::MulFunctor<float> >, at::detail::Array<char*, 2>)"
4.680892,4576,1863,1,1,1,128,1,1,24,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::addcmul_cuda_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4> >(int, at::native::addcmul_cuda_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float, float, float)#1}, at::detail::Array<char*, 4>)"
4.680959,4192,1871,1,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<float, float, float, at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
